Week,Name,Pos,Team,Opp,Projected,Actual,Injury?
10,Christian McCaffrey,RB,SF,JAX,20.2,20.2,N
10,Austin Ekeler,RB,LAC,DET,18.9,21.5,N
10,Bijan Robinson,RB,ATL,ARI,14.4,17.6,N
10,Davante Adams,WR,LV,NYJ,13.5,14.6,N
10,Saquon Barkley,RB,NYG,DAL,16.7,7.1,N
10,Derrick Henry,RB,TEN,TB,16.1,3,N
10,Stefon Diggs,WR,BUF,DEN,20.8,6.4,N
10,Tony Pollard,RB,DAL,NYG,15.8,5.5,N
10,CeeDee Lamb,WR,DAL,NYG,18.5,39.5,N
10,Garrett Wilson,WR,NYJ,LV,13.6,18.3,N
10,Josh Jacobs,RB,LV,NYJ,16.2,12.7,N
10,Josh Allen,QB,BUF,DEN,24.9,14.38,N
10,Amon-Ra St. Brown,WR,DET,LAC,19.1,30.5,N
10,Joe Mixon,RB,CIN,HOU,15.5,12.5,N
10,DK Metcalf,WR,SEA,WAS,14.6,16.8,N
10,Travis Etienne Jr.,RB,JAX,SF,17.9,6.4,N
10,Chris Olave,WR,NO,MIN,14.4,21.4,N
10,Najee Harris,RB,PIT,GB,12,18.6,N
10,Lamar Jackson,QB,BAL,CLE,19.6,13.02,N
10,Aaron Jones,RB,GB,PIT,14.9,9.4,N
10,Jahmyr Gibbs,RB,DET,LAC,12.7,26.2,N
10,Joe Burrow,QB,CIN,HOU,19.2,19.88,N
10,Deebo Samuel,WR,SF,JAX,14.6,15.9,N
10,Mark Andrews,TE,BAL,CLE,12.6,6.4,N
10,Rhamondre Stevenson,RB,NE,IND,13.8,13.2,N
10,Calvin Ridley,WR,JAX,SF,13.4,4,N
10,Keenan Allen,WR,LAC,DET,18.8,40.5,N
10,Amari Cooper,WR,CLE,BAL,12.1,15.8,N
10,Justin Herbert,QB,LAC,DET,18.9,28.42,N
10,T.J. Hockenson,TE,MIN,NO,11.4,30.4,N
10,Christian Watson,WR,GB,PIT,10.1,4.3,N
10,DeAndre Hopkins,WR,TEN,TB,15,5.7,N
10,Breece Hall,RB,NYJ,LV,15.7,10.5,N
10,George Kittle,TE,SF,JAX,10.8,20.6,N
10,Kenneth Walker III,RB,SEA,WAS,15.8,19.7,N
10,Alvin Kamara,RB,NO,MIN,17,18.5,N
10,Rachaad White,RB,TB,TEN,15.3,17.8,N
10,Diontae Johnson,WR,PIT,GB,13.4,2.7,N
10,Alexander Mattison,RB,MIN,NO,13.2,4.3,Y
10,D.J. Moore,WR,CHI,CAR,12.4,10.9,N
10,Chris Godwin,WR,TB,TEN,13.5,9.4,N
10,James Conner,RB,ARI,ATL,13.5,7.3,N
10,Trevor Lawrence,QB,JAX,SF,17.3,2.1,N
10,James Cook,RB,BUF,DEN,14.5,12,N
10,Mike Evans,WR,TB,TEN,13.8,26.3,N
10,Terry McLaurin,WR,WAS,SEA,14,7.3,N
10,Deshaun Watson,QB,CLE,BAL,13.3,16.22,N
10,Jonathan Taylor,RB,IND,NE,17.2,14.5,N
10,Tyler Lockett,WR,SEA,WAS,13.5,23.2,N
10,Javonte Williams,RB,DEN,BUF,13.4,21,N
10,Brandon Aiyuk,WR,SF,JAX,15.3,14.5,N
10,Jerry Jeudy,WR,DEN,BUF,11.8,6.5,N
10,David Montgomery,RB,DET,LAC,13.8,17.6,N
10,Drake London,WR,ATL,ARI,11.9,6.6,N
10,George Pickens,WR,PIT,GB,11.9,7.5,N
10,Evan Engram,TE,JAX,SF,12.4,5.2,N
10,Marquise Brown,WR,ARI,ATL,13.6,3.8,N
10,Christian Kirk,WR,JAX,SF,13.1,14.4,N
10,Michael Pittman Jr.,WR,IND,NE,14.4,16.4,N
10,Dak Prescott,QB,DAL,NYG,18.1,37.86,N
10,David Njoku,TE,CLE,BAL,10.9,11.8,N
10,Courtland Sutton,WR,DEN,BUF,12.5,17.3,N
10,Jahan Dotson,WR,WAS,SEA,10.9,0,N
10,Geno Smith,QB,SEA,WAS,15.8,24.06,N
10,Russell Wilson,QB,DEN,BUF,16.2,18.72,N
10,Sam Howell,QB,WAS,SEA,17.4,24.18,N
10,Jared Goff,QB,DET,LAC,16.2,21.12,N
10,Jordan Love,QB,GB,PIT,14,16.66,N
10,Derek Carr,QB,NO,MIN,13.8,5.4,Y
10,Mac Jones,QB,NE,IND,12.6,7.3,N
10,Baker Mayfield,QB,TB,TEN,17.1,18.32,N
10,Kenny Pickett,QB,PIT,GB,14.7,6.64,N
10,Bryce Young,QB,CAR,CHI,12.6,9.2,N
10,Brock Purdy,QB,SF,JAX,16.1,23.84,N
10,C.J. Stroud,QB,HOU,CIN,18.8,19.04,N
10,Joshua Dobbs,QB,MIN,NO,15.2,25.12,N
10,Jakobi Meyers,WR,LV,NYJ,10.7,4.1,N
10,Gabe Davis,WR,BUF,DEN,11.8,9.6,N
10,Zach Wilson,QB,NYJ,LV,12,13.92,N
10,Zay Flowers,WR,BAL,CLE,11.2,12.3,N
10,Jordan Addison,WR,MIN,NO,12.2,10.9,N
10,Gardner Minshew,QB,IND,NE,13.2,5.66,N
10,Jerome Ford,RB,CLE,BAL,11.4,11.9,N
10,Gus Edwards,RB,BAL,CLE,12.2,9.8,N
10,Jaylen Warren,RB,PIT,GB,10.3,19,N
10,Robert Woods,WR,HOU,CIN,10.1,2.5,N
10,Aidan O'Connell,QB,LV,NYJ,11.1,8.42,N
10,Adam Thielen,WR,CAR,CHI,15.2,10.2,N
10,Tank Dell,WR,HOU,CIN,14,18.9,N
10,Tyler Boyd,WR,CIN,HOU,11.7,19.7,N
10,Sam LaPorta,TE,DET,LAC,12.9,8,N
10,D'Onta Foreman,RB,CHI,CAR,12.2,17.2,N
10,Cole Kmet,TE,CHI,CAR,10.5,9.6,N
10,Tyson Bagent,QB,CHI,CAR,14.1,7.68,N
10,Curtis Samuel,WR,WAS,SEA,11.1,2.6,N
10,Will Levis,QB,TEN,TB,15.3,5.96,N
10,Dalton Kincaid,TE,BUF,DEN,12.3,16.1,N
10,Dalton Schultz,TE,HOU,CIN,13.3,11.1,N
10,Taylor Heinicke,QB,ATL,ARI,15.4,9.6,Y
10,Devin Singletary,RB,HOU,CIN,12.1,23.1,N
10,Kyler Murray,QB,ARI,ATL,15.5,17.26,N
10,Tommy DeVito,QB,NYG,DAL,11.1,13.54,N
10,Noah Brown,WR,HOU,CIN,11.1,24.2,N
10,Demario Douglas,WR,NE,IND,10.9,14.4,N
10,Trey McBride,TE,ARI,ATL,10.2,21.1,N
11,Ja'Marr Chase,WR,CIN,BAL,21.9,9.2,N
11,Christian McCaffrey,RB,SF,TB,23.1,21.3,N
11,Austin Ekeler,RB,LAC,GB,21.4,7,N
11,Travis Kelce,TE,KC,PHI,17.7,15.4,N
11,Tyreek Hill,WR,MIA,LV,21.5,30.6,N
11,Davante Adams,WR,LV,MIA,15.6,21.2,N
11,Saquon Barkley,RB,NYG,WAS,16.4,30,N
11,Derrick Henry,RB,TEN,JAX,14,5.4,N
11,Stefon Diggs,WR,BUF,NYJ,16.7,6.7,N
11,Patrick Mahomes,QB,KC,PHI,20.9,16.88,N
11,Cooper Kupp,WR,LAR,SEA,16.5,2.1,Y
11,Tony Pollard,RB,DAL,CAR,15,18,N
11,CeeDee Lamb,WR,DAL,CAR,22.2,16.5,N
11,Garrett Wilson,WR,NYJ,BUF,16.4,0.9,N
11,Josh Jacobs,RB,LV,MIA,16.1,6.1,N
11,A.J. Brown,WR,PHI,KC,19.1,1.8,N
11,Josh Allen,QB,BUF,NYJ,18.9,22.5,N
11,Amon-Ra St. Brown,WR,DET,CHI,19.2,21.7,N
11,Jalen Hurts,QB,PHI,KC,21.5,18.9,N
11,Joe Mixon,RB,CIN,BAL,13.4,21,N
11,DK Metcalf,WR,SEA,LAR,14.5,20.4,N
11,Jaylen Waddle,WR,MIA,LV,14.9,9.5,N
11,Travis Etienne Jr.,RB,JAX,TEN,16,8.9,N
11,Najee Harris,RB,PIT,CLE,12.5,4.6,N
11,DeVonta Smith,WR,PHI,KC,13.4,15.9,N
11,Lamar Jackson,QB,BAL,CIN,21.7,23.96,N
11,Aaron Jones,RB,GB,LAC,15.1,2.7,Y
11,Jahmyr Gibbs,RB,DET,CHI,15.7,21.5,N
11,Joe Burrow,QB,CIN,BAL,17.5,8.74,Y
11,Deebo Samuel,WR,SF,TB,15.2,9.2,N
11,Mark Andrews,TE,BAL,CIN,13.3,4.3,Y
11,Calvin Ridley,WR,JAX,TEN,12.1,31.1,N
11,Keenan Allen,WR,LAC,GB,18.5,27.6,N
11,Amari Cooper,WR,CLE,PIT,12.2,7.4,N
11,Justin Herbert,QB,LAC,GB,18.7,25.7,N
11,T.J. Hockenson,TE,MIN,DEN,14.6,9.5,N
11,Justin Fields,QB,CHI,DET,17.9,21.16,N
11,Christian Watson,WR,GB,LAC,10.8,10.2,N
11,DeAndre Hopkins,WR,TEN,JAX,13.5,15.9,N
11,Breece Hall,RB,NYJ,BUF,14,18.3,N
11,George Kittle,TE,SF,TB,11.8,22.9,N
11,Kenneth Walker III,RB,SEA,LAR,13.8,2.6,Y
11,Rachaad White,RB,TB,SF,14.8,17.8,N
11,Diontae Johnson,WR,PIT,CLE,11.7,3.6,N
11,Alexander Mattison,RB,MIN,DEN,11,7,N
11,D.J. Moore,WR,CHI,DET,14.3,22.6,N
11,Chris Godwin,WR,TB,SF,13.2,9.9,N
11,James Conner,RB,ARI,HOU,13.4,8.3,N
11,Trevor Lawrence,QB,JAX,TEN,16.2,32.18,N
11,James Cook,RB,BUF,NYJ,11.9,19.2,N
11,Mike Evans,WR,TB,SF,15,15.3,N
11,Terry McLaurin,WR,WAS,NYG,14,9.3,N
11,Tyler Lockett,WR,SEA,LAR,13.8,10.1,N
11,Javonte Williams,RB,DEN,MIN,13.6,7.3,N
11,Isiah Pacheco,RB,KC,PHI,12.7,10.1,N
11,Brandon Aiyuk,WR,SF,TB,15.3,26.6,N
11,Jerry Jeudy,WR,DEN,MIN,10.2,10.8,N
11,David Montgomery,RB,DET,CHI,13.4,17.8,N
11,Evan Engram,TE,JAX,TEN,11.5,6.9,N
11,Marquise Brown,WR,ARI,HOU,13.7,3.2,N
11,Christian Kirk,WR,JAX,TEN,13.8,7.8,N
11,D'Andre Swift,RB,PHI,KC,15.1,19.7,N
11,Dak Prescott,QB,DAL,CAR,21.2,16.16,N
11,David Njoku,TE,CLE,PIT,10.7,12.6,N
11,Khalil Herbert,RB,CHI,DET,11.6,6.1,N
11,Courtland Sutton,WR,DEN,MIN,12.4,16.6,N
11,Brian Robinson Jr.,RB,WAS,NYG,14.2,20.2,N
11,Geno Smith,QB,SEA,LAR,16.1,13.22,N
11,Russell Wilson,QB,DEN,MIN,15.1,14.46,N
11,Tua Tagovailoa,QB,MIA,LV,17.7,17.6,N
11,Sam Howell,QB,WAS,NYG,18.1,17.74,N
11,Matthew Stafford,QB,LAR,SEA,13.8,9.7,N
11,Jared Goff,QB,DET,CHI,16.6,13.74,N
11,Jordan Love,QB,GB,LAC,15.9,20.88,N
11,Baker Mayfield,QB,TB,SF,16.6,10.34,N
11,Kenny Pickett,QB,PIT,CLE,12.3,5.14,N
11,Bryce Young,QB,CAR,DAL,13.1,5.22,N
11,Brock Purdy,QB,SF,TB,18.4,26.72,N
11,C.J. Stroud,QB,HOU,ARI,20.2,15.34,N
11,Joshua Dobbs,QB,MIN,DEN,17.4,16.94,N
11,Raheem Mostert,RB,MIA,LV,11.4,10.3,N
11,Nico Collins,WR,HOU,ARI,14,13.5,N
11,Zach Wilson,QB,NYJ,BUF,13.2,6.74,N
11,Zay Flowers,WR,BAL,CIN,12.2,8,N
11,Puka Nacua,WR,LAR,SEA,13.9,18.7,N
11,Jordan Addison,WR,MIN,DEN,13.3,7.4,N
11,Jerome Ford,RB,CLE,PIT,12.5,11.9,N
11,Gus Edwards,RB,BAL,CIN,11.3,21,N
11,Jaylen Warren,RB,PIT,CLE,11.4,23.5,N
11,Aidan O'Connell,QB,LV,MIA,12.1,9.14,N
11,Dorian Thompson-Robinson,QB,CLE,PIT,11.9,6.6,N
11,De'Von Achane,RB,MIA,LV,12.7,1.5,Y
11,Adam Thielen,WR,CAR,DAL,15.3,15.4,N
11,Tank Dell,WR,HOU,ARI,14.4,28.9,N
11,Tyler Boyd,WR,CIN,BAL,12.2,5.2,N
11,Sam LaPorta,TE,DET,CHI,11.6,6.8,N
11,Chuba Hubbard,RB,CAR,DAL,10,8.5,N
11,Cole Kmet,TE,CHI,DET,10.8,5,N
11,Curtis Samuel,WR,WAS,NYG,10.3,1.5,N
11,Jake Ferguson,TE,DAL,CAR,10.7,6.2,N
11,Will Levis,QB,TEN,JAX,13.8,12.52,N
11,Darrell Henderson Jr.,RB,LAR,SEA,12.7,12.9,N
11,Dalton Kincaid,TE,BUF,NYJ,11.5,10.6,N
11,Dalton Schultz,TE,HOU,ARI,12,11.2,N
11,Devin Singletary,RB,HOU,ARI,13.7,19.8,N
11,Kyler Murray,QB,ARI,HOU,17.8,21.66,N
11,Tommy DeVito,QB,NYG,WAS,12,22.54,N
11,Trey McBride,TE,ARI,HOU,11.6,9.3,N
12,Ja'Marr Chase,WR,CIN,PIT,16.6,12.1,N
12,Christian McCaffrey,RB,SF,SEA,23.1,30.9,N
12,Austin Ekeler,RB,LAC,BAL,18.5,9.4,N
12,Travis Kelce,TE,KC,LV,15.8,15.1,N
12,Tyreek Hill,WR,MIA,NYJ,21.3,25.4,N
12,Bijan Robinson,RB,ATL,NO,14.6,27.3,N
12,Davante Adams,WR,LV,KC,15.4,12.3,N
12,Saquon Barkley,RB,NYG,NE,16.4,6.2,N
12,Derrick Henry,RB,TEN,CAR,14.8,20.6,N
12,Stefon Diggs,WR,BUF,PHI,17.7,19.4,N
12,Patrick Mahomes,QB,KC,LV,18.1,20.82,N
12,Cooper Kupp,WR,LAR,ARI,15.6,4.8,N
12,Tony Pollard,RB,DAL,WAS,16,22.3,N
12,CeeDee Lamb,WR,DAL,WAS,22.5,17.3,N
12,Garrett Wilson,WR,NYJ,MIA,15.2,17.4,N
12,Josh Jacobs,RB,LV,KC,15,22.5,N
12,A.J. Brown,WR,PHI,BUF,19,14.7,N
12,Josh Allen,QB,BUF,PHI,20.9,39.66,N
12,Amon-Ra St. Brown,WR,DET,GB,18.7,18.5,N
12,Jalen Hurts,QB,PHI,BUF,22.3,34.5,N
12,Joe Mixon,RB,CIN,PIT,16.3,8,N
12,DK Metcalf,WR,SEA,SF,15.8,6.2,N
12,Jaylen Waddle,WR,MIA,NYJ,14,19.4,N
12,Travis Etienne Jr.,RB,JAX,HOU,15.3,12.6,N
12,Chris Olave,WR,NO,ATL,14.9,18.4,Y
12,Najee Harris,RB,PIT,CIN,12.3,15.9,N
12,DeVonta Smith,WR,PHI,BUF,12.8,23.6,N
12,Lamar Jackson,QB,BAL,LAC,22.3,14.98,N
12,Jahmyr Gibbs,RB,DET,GB,16.2,11.3,N
12,Deebo Samuel,WR,SF,SEA,13.9,22.4,N
12,Rhamondre Stevenson,RB,NE,NYG,14.4,21.7,N
12,Calvin Ridley,WR,JAX,HOU,13.5,21.9,N
12,Keenan Allen,WR,LAC,BAL,20.4,22.6,N
12,Amari Cooper,WR,CLE,DEN,11.5,3.6,Y
12,Justin Herbert,QB,LAC,BAL,18.6,13.38,N
12,T.J. Hockenson,TE,MIN,CHI,13,16,N
12,Justin Fields,QB,CHI,MIN,17.4,10.58,N
12,Christian Watson,WR,GB,DET,11.4,20.4,N
12,DeAndre Hopkins,WR,TEN,CAR,13.5,7.9,N
12,Breece Hall,RB,NYJ,MIA,15.3,11.9,N
12,George Kittle,TE,SF,SEA,12.9,4.9,N
12,Alvin Kamara,RB,NO,ATL,17.3,15.9,N
12,Rachaad White,RB,TB,IND,15,13,N
12,Diontae Johnson,WR,PIT,CIN,11.6,9,N
12,Alexander Mattison,RB,MIN,CHI,11.2,8.3,N
12,D.J. Moore,WR,CHI,MIN,14.4,22.4,N
12,Chris Godwin,WR,TB,IND,12.1,7.5,N
12,James Conner,RB,ARI,LAR,14.6,7.2,N
12,Trevor Lawrence,QB,JAX,HOU,17.1,24.56,N
12,James Cook,RB,BUF,PHI,12.6,16,N
12,Mike Evans,WR,TB,IND,15.3,25,N
12,Terry McLaurin,WR,WAS,DAL,14,9,N
12,Jonathan Taylor,RB,IND,TB,18.8,21.1,N
12,Tyler Lockett,WR,SEA,SF,14.3,6,N
12,Javonte Williams,RB,DEN,CLE,13.8,10.1,N
12,Isiah Pacheco,RB,KC,LV,14.1,25.9,N
12,Brandon Aiyuk,WR,SF,SEA,16.3,13,N
12,Jerry Jeudy,WR,DEN,CLE,10,3.1,N
12,David Montgomery,RB,DET,GB,14.3,15.1,N
12,Drake London,WR,ATL,NO,11.1,14.1,N
12,Evan Engram,TE,JAX,HOU,11.6,9.9,N
12,Marquise Brown,WR,ARI,LAR,11.8,14.8,N
12,Christian Kirk,WR,JAX,HOU,13.7,12.9,N
12,D'Andre Swift,RB,PHI,BUF,15.6,9.4,N
12,Michael Pittman Jr.,WR,IND,TB,15.1,20.7,N
12,Brandin Cooks,WR,DAL,WAS,10.2,17.2,N
12,Dak Prescott,QB,DAL,WAS,22.8,32.24,N
12,David Njoku,TE,CLE,DEN,11.9,11.9,N
12,Khalil Herbert,RB,CHI,MIN,14,5.8,N
12,Courtland Sutton,WR,DEN,CLE,11.5,9.1,N
12,A.J. Dillon,RB,GB,DET,12,11.1,N
12,Brian Robinson Jr.,RB,WAS,DAL,12.8,8.4,N
12,Geno Smith,QB,SEA,SF,15.9,7.3,N
12,Russell Wilson,QB,DEN,CLE,14.4,16.76,N
12,Tua Tagovailoa,QB,MIA,NYJ,16.5,7.82,N
12,Sam Howell,QB,WAS,DAL,16.7,17.3,N
12,Matthew Stafford,QB,LAR,ARI,13.1,23.36,N
12,Jared Goff,QB,DET,GB,15.5,18.18,N
12,Jordan Love,QB,GB,DET,16,26.62,N
12,Derek Carr,QB,NO,ATL,15,10.86,N
12,Mac Jones,QB,NE,NYG,11.7,-0.44,N
12,Baker Mayfield,QB,TB,IND,16.4,13.36,N
12,Kenny Pickett,QB,PIT,CIN,13.8,11.62,N
12,Bryce Young,QB,CAR,TEN,13.9,8.06,N
12,Brock Purdy,QB,SF,SEA,19.1,10.46,N
12,C.J. Stroud,QB,HOU,JAX,18.5,30.86,N
12,Desmond Ridder,QB,ATL,NO,13.6,9.72,N
12,Joshua Dobbs,QB,MIN,CHI,16.6,4.5,N
12,Raheem Mostert,RB,MIA,NYJ,14.8,21.4,N
12,Nico Collins,WR,HOU,JAX,14.8,23.4,N
12,Kyren Williams,RB,LAR,ARI,14.5,38.4,N
12,Zay Flowers,WR,BAL,LAC,13.1,23.2,N
12,Puka Nacua,WR,LAR,ARI,14,6.7,N
12,Jordan Addison,WR,MIN,CHI,12.8,9.9,N
12,Gardner Minshew,QB,IND,TB,13.3,14.64,N
12,Jerome Ford,RB,CLE,DEN,13.2,11.9,N
12,Gus Edwards,RB,BAL,LAC,11.2,4.7,N
12,Jaylen Warren,RB,PIT,CIN,12.8,7.2,N
12,Jayden Reed,WR,GB,DET,11.5,15,N
12,Aidan O'Connell,QB,LV,KC,10.7,13.92,N
12,Dorian Thompson-Robinson,QB,CLE,DEN,11.7,11.46,Y
12,Adam Thielen,WR,CAR,TEN,15.7,1.2,N
12,Tank Dell,WR,HOU,JAX,15.7,17.2,N
12,Josh Downs,WR,IND,TB,10.6,9.3,N
12,Sam LaPorta,TE,DET,GB,10.9,17.7,N
12,Jake Ferguson,TE,DAL,WAS,11.2,4.5,N
12,Will Levis,QB,TEN,CAR,15.4,7.1,N
12,Dalton Kincaid,TE,BUF,PHI,13.6,8.8,N
12,Dalton Schultz,TE,HOU,JAX,10.8,1.2,N
12,Devin Singletary,RB,HOU,JAX,10.1,13.2,N
12,Kyler Murray,QB,ARI,LAR,18,20.44,N
12,Tommy DeVito,QB,NYG,NE,13.1,10.24,N
12,Demario Douglas,WR,NE,NYG,11.1,10.9,Y
12,Trey McBride,TE,ARI,LAR,11.2,13,N
12,Jake Browning,QB,CIN,PIT,14,11.98,N
12,Tim Boyle,QB,NYJ,MIA,10.5,7.36,N
12,Zach Charbonnet,RB,SEA,SF,14,9.8,N
12,Rashid Shaheed,WR,NO,ATL,11,2.9,Y
